num_relations,num_threshold_values,num_decimal_pos,query_graph_type,sample_index,num_phys_qubits
8,16,0,STAR,19,3057
8,16,0,CYCLE,0,3821
8,16,0,CYCLE,1,3367
8,16,0,CYCLE,2,3128
8,16,0,CYCLE,3,3256
8,16,0,CYCLE,4,3565
8,16,0,CYCLE,5,3425
8,16,0,CYCLE,6,3275
8,16,0,CYCLE,7,3072
8,16,0,CYCLE,8,3431
8,16,0,CYCLE,9,3241
8,16,0,CYCLE,10,3542
8,16,0,CYCLE,11,3536
8,16,0,CYCLE,12,3368
8,16,0,CYCLE,13,3338
8,16,0,CYCLE,14,3352
8,16,0,CYCLE,15,3432
8,16,0,CYCLE,16,3753
8,16,0,CYCLE,17,3383
8,16,0,CYCLE,18,2955
8,16,0,CYCLE,19,3080
8,17,0,CHAIN,0,3778
8,17,0,CHAIN,1,3682
8,17,0,CHAIN,2,3479
8,17,0,CHAIN,3,2980
8,17,0,CHAIN,4,3598
8,17,0,CHAIN,5,3342
8,17,0,CHAIN,6,3313
8,17,0,CHAIN,7,3280
8,17,0,CHAIN,8,4232
8,17,0,CHAIN,9,3653
8,17,0,CHAIN,10,3217
8,17,0,CHAIN,11,3631
8,17,0,CHAIN,12,0
8,17,0,CHAIN,13,3315
8,17,0,CHAIN,14,3785
8,17,0,CHAIN,15,3496
8,17,0,CHAIN,16,3940
8,17,0,CHAIN,17,2890
8,17,0,CHAIN,18,3380
8,17,0,CHAIN,19,3376
8,17,0,STAR,0,3483
8,17,0,STAR,1,3121
8,17,0,STAR,2,3073
8,17,0,STAR,3,3376
8,17,0,STAR,4,3538
8,17,0,STAR,5,3521
8,17,0,STAR,6,3884
8,17,0,STAR,7,3564
8,17,0,STAR,8,3256
8,17,0,STAR,9,0
8,17,0,STAR,10,3351
8,17,0,STAR,11,3033
8,17,0,STAR,12,3473
8,17,0,STAR,13,3206
8,17,0,STAR,14,3004
8,17,0,STAR,15,3310
8,17,0,STAR,16,3600
8,17,0,STAR,17,3553
8,17,0,STAR,18,3455
8,17,0,STAR,19,3419
8,17,0,CYCLE,0,3799
8,17,0,CYCLE,1,3373
8,17,0,CYCLE,2,3557
8,17,0,CYCLE,3,3333
8,17,0,CYCLE,4,3418
8,17,0,CYCLE,5,3635
8,17,0,CYCLE,6,3538
8,17,0,CYCLE,7,3244
8,17,0,CYCLE,8,3260
8,17,0,CYCLE,9,3304
8,17,0,CYCLE,10,3544
8,17,0,CYCLE,11,3920
8,17,0,CYCLE,12,0
8,17,0,CYCLE,13,3610
8,17,0,CYCLE,14,3428
8,17,0,CYCLE,15,3379
8,17,0,CYCLE,16,3495
8,17,0,CYCLE,17,4228
8,17,0,CYCLE,18,3342
8,17,0,CYCLE,19,3224
8,18,0,CHAIN,0,3423
8,18,0,CHAIN,1,3575
8,18,0,CHAIN,2,3435
8,18,0,CHAIN,3,0
8,18,0,CHAIN,4,3576
8,18,0,CHAIN,5,3668
8,18,0,CHAIN,6,3660
8,18,0,CHAIN,7,3728
8,18,0,CHAIN,8,4000
8,18,0,CHAIN,9,0
8,18,0,CHAIN,10,3652
8,18,0,CHAIN,11,3844
8,18,0,CHAIN,12,3753
8,18,0,CHAIN,13,3446
8,18,0,CHAIN,14,3623
8,18,0,CHAIN,15,3383
8,18,0,CHAIN,16,3615
8,18,0,CHAIN,17,3269
8,18,0,CHAIN,18,3523
8,18,0,CHAIN,19,3794
8,18,0,STAR,0,4121
8,18,0,STAR,1,3497
8,18,0,STAR,2,3538
8,18,0,STAR,3,3764
8,18,0,STAR,4,3808
8,18,0,STAR,5,3707
8,18,0,STAR,6,0
8,18,0,STAR,7,3932
8,18,0,STAR,8,3687
8,18,0,STAR,9,0
8,18,0,STAR,10,3467
8,18,0,STAR,11,3264
8,18,0,STAR,12,4080
8,18,0,STAR,13,3393
8,18,0,STAR,14,3312
8,18,0,STAR,15,0
8,18,0,STAR,16,3825
8,18,0,STAR,17,0
8,18,0,STAR,18,3521
8,18,0,STAR,19,0
8,18,0,CYCLE,0,0
8,18,0,CYCLE,1,4215
8,18,0,CYCLE,2,3880
8,18,0,CYCLE,3,3204
8,18,0,CYCLE,4,3589
8,18,0,CYCLE,5,3344
8,18,0,CYCLE,6,4412
8,18,0,CYCLE,7,3624
8,18,0,CYCLE,8,3777
8,18,0,CYCLE,9,3330
8,18,0,CYCLE,10,3689
8,18,0,CYCLE,11,3777
8,18,0,CYCLE,12,0
8,18,0,CYCLE,13,3515
8,18,0,CYCLE,14,3843
8,18,0,CYCLE,15,3715
8,18,0,CYCLE,16,0
8,18,0,CYCLE,17,0
8,18,0,CYCLE,18,3626
8,18,0,CYCLE,19,3317
8,19,0,CHAIN,0,3913
8,19,0,CHAIN,1,4060
8,19,0,CHAIN,2,0
8,19,0,CHAIN,3,3529
8,19,0,CHAIN,4,4016
8,19,0,CHAIN,5,0
8,19,0,CHAIN,6,3699
8,19,0,CHAIN,7,3802
8,19,0,CHAIN,8,0
8,19,0,CHAIN,9,0
8,19,0,CHAIN,10,3481
8,19,0,CHAIN,11,3657
8,19,0,CHAIN,12,0
8,19,0,CHAIN,13,0
8,19,0,CHAIN,14,0
8,19,0,CHAIN,15,4257
8,19,0,CHAIN,16,4218
8,19,0,CHAIN,17,3678
8,19,0,CHAIN,18,0
8,19,0,CHAIN,19,0
8,19,0,STAR,0,0
8,19,0,STAR,1,3203
8,19,0,STAR,2,3947
8,19,0,STAR,3,3839
8,19,0,STAR,4,4010
8,19,0,STAR,5,3641
8,19,0,STAR,6,4150
8,19,0,STAR,7,4079
8,19,0,STAR,8,3702
8,19,0,STAR,9,3989
8,19,0,STAR,10,3788
8,19,0,STAR,11,3684
8,19,0,STAR,12,3826
8,19,0,STAR,13,3829
8,19,0,STAR,14,3130
8,19,0,STAR,15,3824
8,19,0,STAR,16,0
8,19,0,STAR,17,3853
8,19,0,STAR,18,3636
8,19,0,STAR,19,4407
8,19,0,CYCLE,0,3777
8,19,0,CYCLE,1,3979
8,19,0,CYCLE,2,4324
8,19,0,CYCLE,3,3930
8,19,0,CYCLE,4,3906
8,19,0,CYCLE,5,3854
8,19,0,CYCLE,6,4132
8,19,0,CYCLE,7,3591
8,19,0,CYCLE,8,3589
8,19,0,CYCLE,9,3366
8,19,0,CYCLE,10,3900
8,19,0,CYCLE,11,4041
8,19,0,CYCLE,12,3993
8,19,0,CYCLE,13,0
8,19,0,CYCLE,14,4165
8,19,0,CYCLE,15,4141
8,19,0,CYCLE,16,0
8,19,0,CYCLE,17,0
8,19,0,CYCLE,18,3703
8,19,0,CYCLE,19,3427
8,20,0,CHAIN,0,0
8,20,0,CHAIN,1,0
8,20,0,CHAIN,2,4306
8,20,0,CHAIN,3,3541
8,20,0,CHAIN,4,4067
8,20,0,CHAIN,5,0
8,20,0,CHAIN,6,0
8,20,0,CHAIN,7,3749
8,20,0,CHAIN,8,0
8,20,0,CHAIN,9,0
8,20,0,CHAIN,10,3959
8,20,0,CHAIN,11,4358
8,20,0,CHAIN,12,4163
8,20,0,CHAIN,13,0
8,20,0,CHAIN,14,4170
8,20,0,CHAIN,15,4012
8,20,0,CHAIN,16,0
8,20,0,CHAIN,17,3431
8,20,0,CHAIN,18,0
8,20,0,CHAIN,19,3679
8,20,0,STAR,0,4210
8,20,0,STAR,1,3878
8,20,0,STAR,2,4096
8,20,0,STAR,3,3711
8,20,0,STAR,4,3849
8,20,0,STAR,5,3994
8,20,0,STAR,6,0
8,20,0,STAR,7,0
8,20,0,STAR,8,0
8,20,0,STAR,9,0
8,20,0,STAR,10,4461
8,20,0,STAR,11,3691
8,20,0,STAR,12,0
8,20,0,STAR,13,4208
8,20,0,STAR,14,3540
8,20,0,STAR,15,3648
8,20,0,STAR,16,0
8,20,0,STAR,17,0
8,20,0,STAR,18,4114
8,20,0,STAR,19,4251
8,20,0,CYCLE,0,0
8,20,0,CYCLE,1,0
8,20,0,CYCLE,2,0
8,20,0,CYCLE,3,3802
8,20,0,CYCLE,4,4435
8,20,0,CYCLE,5,4164
8,20,0,CYCLE,6,0
8,20,0,CYCLE,7,3913
8,20,0,CYCLE,8,3977
8,20,0,CYCLE,9,3485
8,20,0,CYCLE,10,3668
8,20,0,CYCLE,11,0
8,20,0,CYCLE,12,0
8,20,0,CYCLE,13,0
8,20,0,CYCLE,14,4095
8,20,0,CYCLE,15,4132
8,20,0,CYCLE,16,0
8,20,0,CYCLE,17,0
8,20,0,CYCLE,18,3983
8,20,0,CYCLE,19,3713
9,1,0,CHAIN,0,966
9,1,0,CHAIN,1,994
9,1,0,CHAIN,2,984
9,1,0,CHAIN,3,919
9,1,0,CHAIN,4,926
9,1,0,CHAIN,5,1021
9,1,0,CHAIN,6,934
9,1,0,CHAIN,7,954
9,1,0,CHAIN,8,1046
9,1,0,CHAIN,9,931
9,1,0,CHAIN,10,1081
9,1,0,CHAIN,11,1023
9,1,0,CHAIN,12,971
9,1,0,CHAIN,13,1073
9,1,0,CHAIN,14,1019
9,1,0,CHAIN,15,1031
9,1,0,CHAIN,16,1026
9,1,0,CHAIN,17,1130
9,1,0,CHAIN,18,1041
9,1,0,CHAIN,19,980
9,1,0,STAR,0,1042
9,1,0,STAR,1,1034
9,1,0,STAR,2,957
9,1,0,STAR,3,1027
9,1,0,STAR,4,1195
9,1,0,STAR,5,968
9,1,0,STAR,6,954
9,1,0,STAR,7,939
9,1,0,STAR,8,937
9,1,0,STAR,9,957
9,1,0,STAR,10,1024
9,1,0,STAR,11,963
9,1,0,STAR,12,1006
9,1,0,STAR,13,990
9,1,0,STAR,14,1027
9,1,0,STAR,15,995
9,1,0,STAR,16,927
9,1,0,STAR,17,918
9,1,0,STAR,18,1117
9,1,0,STAR,19,957
9,1,0,CYCLE,0,976
9,1,0,CYCLE,1,996
9,1,0,CYCLE,2,1036
9,1,0,CYCLE,3,1060
9,1,0,CYCLE,4,969
9,1,0,CYCLE,5,973
9,1,0,CYCLE,6,996
9,1,0,CYCLE,7,1007
9,1,0,CYCLE,8,952
9,1,0,CYCLE,9,934
9,1,0,CYCLE,10,1060
9,1,0,CYCLE,11,959
9,1,0,CYCLE,12,1021
9,1,0,CYCLE,13,1079
9,1,0,CYCLE,14,1069
9,1,0,CYCLE,15,970
9,1,0,CYCLE,16,1066
9,1,0,CYCLE,17,1049
9,1,0,CYCLE,18,1066
9,1,0,CYCLE,19,1035
10,1,0,CHAIN,0,1317
10,1,0,CHAIN,1,1261
10,1,0,CHAIN,2,1318
10,1,0,CHAIN,3,1295
10,1,0,CHAIN,4,1832
10,1,0,CHAIN,5,1257
10,1,0,CHAIN,6,1410
10,1,0,CHAIN,7,1261
10,1,0,CHAIN,8,1378
10,1,0,CHAIN,9,1316
10,1,0,CHAIN,10,1421
10,1,0,CHAIN,11,1377
10,1,0,CHAIN,12,1384
10,1,0,CHAIN,13,1257
10,1,0,CHAIN,14,1257
10,1,0,CHAIN,15,1204
10,1,0,CHAIN,16,1405
10,1,0,CHAIN,17,1304
10,1,0,CHAIN,18,1276
10,1,0,CHAIN,19,1284
10,1,0,STAR,0,1327
10,1,0,STAR,1,1296
10,1,0,STAR,2,1381
10,1,0,STAR,3,1209
10,1,0,STAR,4,1302
10,1,0,STAR,5,1271
10,1,0,STAR,6,1442
10,1,0,STAR,7,1366
10,1,0,STAR,8,1224
10,1,0,STAR,9,1249
10,1,0,STAR,10,1240
10,1,0,STAR,11,1245
10,1,0,STAR,12,1283
10,1,0,STAR,13,1298
10,1,0,STAR,14,1186
10,1,0,STAR,15,1431
10,1,0,STAR,16,1383
10,1,0,STAR,17,1240
10,1,0,STAR,18,1437
10,1,0,STAR,19,1391
10,1,0,CYCLE,0,1302
10,1,0,CYCLE,1,1368
10,1,0,CYCLE,2,1483
10,1,0,CYCLE,3,1313
10,1,0,CYCLE,4,1560
10,1,0,CYCLE,5,1274
10,1,0,CYCLE,6,1329
10,1,0,CYCLE,7,1358
10,1,0,CYCLE,8,1327
10,1,0,CYCLE,9,1432
10,1,0,CYCLE,10,1315
10,1,0,CYCLE,11,1410
10,1,0,CYCLE,12,1226
10,1,0,CYCLE,13,1435
10,1,0,CYCLE,14,1337
10,1,0,CYCLE,15,1548
10,1,0,CYCLE,16,1234
10,1,0,CYCLE,17,1404
10,1,0,CYCLE,18,1358
10,1,0,CYCLE,19,1351
11,1,0,CHAIN,0,1724
11,1,0,CHAIN,1,1659
11,1,0,CHAIN,2,1733
11,1,0,CHAIN,3,1811
11,1,0,CHAIN,4,1937
11,1,0,CHAIN,5,1706
11,1,0,CHAIN,6,2102
11,1,0,CHAIN,7,1758
11,1,0,CHAIN,8,1707
11,1,0,CHAIN,9,1836
11,1,0,CHAIN,10,1723
11,1,0,CHAIN,11,1777
11,1,0,CHAIN,12,1744
11,1,0,CHAIN,13,1688
11,1,0,CHAIN,14,1644
11,1,0,CHAIN,15,1715
11,1,0,CHAIN,16,1589
11,1,0,CHAIN,17,1664
11,1,0,CHAIN,18,1701
11,1,0,CHAIN,19,1993
11,1,0,STAR,0,1716
11,1,0,STAR,1,1661
11,1,0,STAR,2,1597
11,1,0,STAR,3,1668
11,1,0,STAR,4,1822
11,1,0,STAR,5,1778
11,1,0,STAR,6,1702
11,1,0,STAR,7,1827
11,1,0,STAR,8,1800
11,1,0,STAR,9,1594
11,1,0,STAR,10,1646
11,1,0,STAR,11,1638
11,1,0,STAR,12,1642
11,1,0,STAR,13,1853
11,1,0,STAR,14,1763
11,1,0,STAR,15,1920
11,1,0,STAR,16,2101
11,1,0,STAR,17,1724
11,1,0,STAR,18,1863
11,1,0,STAR,19,1704
11,1,0,CYCLE,0,1657
11,1,0,CYCLE,1,1929
11,1,0,CYCLE,2,1758
11,1,0,CYCLE,3,1970
11,1,0,CYCLE,4,1853
11,1,0,CYCLE,5,1659
11,1,0,CYCLE,6,1945
11,1,0,CYCLE,7,1863
11,1,0,CYCLE,8,1581
11,1,0,CYCLE,9,1732
11,1,0,CYCLE,10,1648
11,1,0,CYCLE,11,1736
11,1,0,CYCLE,12,2052
11,1,0,CYCLE,13,1742
11,1,0,CYCLE,14,2022
11,1,0,CYCLE,15,1742
11,1,0,CYCLE,16,1747
11,1,0,CYCLE,17,1737
11,1,0,CYCLE,18,1722
11,1,0,CYCLE,19,1786
12,1,0,CHAIN,0,2387
12,1,0,CHAIN,1,2211
12,1,0,CHAIN,2,2361
12,1,0,CHAIN,3,2423
12,1,0,CHAIN,4,2387
12,1,0,CHAIN,5,2795
12,1,0,CHAIN,6,2419
12,1,0,CHAIN,7,2009
12,1,0,CHAIN,8,1996
12,1,0,CHAIN,9,2125
12,1,0,CHAIN,10,2045
12,1,0,CHAIN,11,2087
12,1,0,CHAIN,12,1956
12,1,0,CHAIN,13,2351
12,1,0,CHAIN,14,2347
12,1,0,CHAIN,15,2277
12,1,0,CHAIN,16,2180
12,1,0,CHAIN,17,2405
12,1,0,CHAIN,18,2573
12,1,0,CHAIN,19,2064
12,1,0,STAR,0,2103
12,1,0,STAR,1,2307
12,1,0,STAR,2,2196
12,1,0,STAR,3,2221
12,1,0,STAR,4,2106
12,1,0,STAR,5,2084
12,1,0,STAR,6,2183
12,1,0,STAR,7,1972
12,1,0,STAR,8,2071
12,1,0,STAR,9,2161
12,1,0,STAR,10,2066
12,1,0,STAR,11,2079
12,1,0,STAR,12,2240
12,1,0,STAR,13,2216
12,1,0,STAR,14,2153
12,1,0,STAR,15,2369
12,1,0,STAR,16,2419
12,1,0,STAR,17,2233
12,1,0,STAR,18,2139
12,1,0,STAR,19,2157
12,1,0,CYCLE,0,2225
12,1,0,CYCLE,1,2081
12,1,0,CYCLE,2,2458
12,1,0,CYCLE,3,2352
12,1,0,CYCLE,4,2637
12,1,0,CYCLE,5,2481
12,1,0,CYCLE,6,2359
12,1,0,CYCLE,7,2315
12,1,0,CYCLE,8,2261
12,1,0,CYCLE,9,2220
12,1,0,CYCLE,10,2319
12,1,0,CYCLE,11,2361
12,1,0,CYCLE,12,2151
12,1,0,CYCLE,13,2169
12,1,0,CYCLE,14,2420
12,1,0,CYCLE,15,2288
12,1,0,CYCLE,16,2202
12,1,0,CYCLE,17,2178
12,1,0,CYCLE,18,2444
12,1,0,CYCLE,19,2297
13,1,0,CHAIN,0,2810
13,1,0,CHAIN,1,2799
13,1,0,CHAIN,2,2867
13,1,0,CHAIN,3,2833
13,1,0,CHAIN,4,2459
13,1,0,CHAIN,5,2657
13,1,0,CHAIN,6,2469
13,1,0,CHAIN,7,3412
13,1,0,CHAIN,8,2840
13,1,0,CHAIN,9,3128
13,1,0,CHAIN,10,2666
13,1,0,CHAIN,11,2695
13,1,0,CHAIN,12,2558
13,1,0,CHAIN,13,2763
13,1,0,CHAIN,14,2638
13,1,0,CHAIN,15,2542
13,1,0,CHAIN,16,2710
13,1,0,CHAIN,17,2708
13,1,0,CHAIN,18,2692
13,1,0,CHAIN,19,2511
13,1,0,STAR,0,2511
13,1,0,STAR,1,2598
13,1,0,STAR,2,2992
13,1,0,STAR,3,2887
13,1,0,STAR,4,2657
13,1,0,STAR,5,2873
13,1,0,STAR,6,3159
13,1,0,STAR,7,2614
13,1,0,STAR,8,2866
13,1,0,STAR,9,2754
13,1,0,STAR,10,2654
13,1,0,STAR,11,2735
13,1,0,STAR,12,2793
13,1,0,STAR,13,2476
13,1,0,STAR,14,2390
13,1,0,STAR,15,2553
13,1,0,STAR,16,2605
13,1,0,STAR,17,2771
13,1,0,STAR,18,3362
13,1,0,STAR,19,2602
13,1,0,CYCLE,0,2962
13,1,0,CYCLE,1,2518
13,1,0,CYCLE,2,2730
13,1,0,CYCLE,3,3020
13,1,0,CYCLE,4,2948
13,1,0,CYCLE,5,2901
13,1,0,CYCLE,6,3104
13,1,0,CYCLE,7,2668
13,1,0,CYCLE,8,3029
13,1,0,CYCLE,9,2988
13,1,0,CYCLE,10,2892
13,1,0,CYCLE,11,3353
13,1,0,CYCLE,12,2982
13,1,0,CYCLE,13,2682
13,1,0,CYCLE,14,2860
13,1,0,CYCLE,15,2835
13,1,0,CYCLE,16,2834
13,1,0,CYCLE,17,2840
13,1,0,CYCLE,18,2601
13,1,0,CYCLE,19,2770
14,1,0,CHAIN,0,3146
14,1,0,CHAIN,1,3369
14,1,0,CHAIN,2,3292
14,1,0,CHAIN,3,3400
14,1,0,CHAIN,4,3458
14,1,0,CHAIN,5,3574
14,1,0,CHAIN,6,3453
14,1,0,CHAIN,7,3781
14,1,0,CHAIN,8,3249
14,1,0,CHAIN,9,3094
14,1,0,CHAIN,10,3152
14,1,0,CHAIN,11,3303
14,1,0,CHAIN,12,3539
14,1,0,CHAIN,13,3221
14,1,0,CHAIN,14,3996
14,1,0,CHAIN,15,3333
14,1,0,CHAIN,16,3457
14,1,0,CHAIN,17,3316
14,1,0,CHAIN,18,3579
14,1,0,CHAIN,19,3301
14,1,0,STAR,0,3433
14,1,0,STAR,1,3587
14,1,0,STAR,2,3369
14,1,0,STAR,3,3470
14,1,0,STAR,4,3207
14,1,0,STAR,5,3133
14,1,0,STAR,6,3220
14,1,0,STAR,7,3398
14,1,0,STAR,8,3480
14,1,0,STAR,9,3338
14,1,0,STAR,10,3309
14,1,0,STAR,11,3204
14,1,0,STAR,12,3390
14,1,0,STAR,13,3590
14,1,0,STAR,14,3287
14,1,0,STAR,15,3358
14,1,0,STAR,16,3486
14,1,0,STAR,17,3211
14,1,0,STAR,18,3222
14,1,0,STAR,19,3608
14,1,0,CYCLE,0,3742
14,1,0,CYCLE,1,3251
14,1,0,CYCLE,2,3606
14,1,0,CYCLE,3,3335
14,1,0,CYCLE,4,3787
14,1,0,CYCLE,5,3639
14,1,0,CYCLE,6,3422
14,1,0,CYCLE,7,3411
14,1,0,CYCLE,8,3497
14,1,0,CYCLE,9,3647
14,1,0,CYCLE,10,3218
14,1,0,CYCLE,11,3793
14,1,0,CYCLE,12,4062
14,1,0,CYCLE,13,3447
14,1,0,CYCLE,14,3585
14,1,0,CYCLE,15,3485
14,1,0,CYCLE,16,3586
14,1,0,CYCLE,17,3316
14,1,0,CYCLE,18,3270
14,1,0,CYCLE,19,3372
15,1,0,CHAIN,0,4076
15,1,0,CHAIN,1,4408
15,1,0,CHAIN,2,4311
15,1,0,CHAIN,3,4130
15,1,0,CHAIN,4,0
15,1,0,CHAIN,5,4140
15,1,0,CHAIN,6,3719
15,1,0,CHAIN,7,4486
15,1,0,CHAIN,8,4455
15,1,0,CHAIN,9,0
15,1,0,CHAIN,10,4024
15,1,0,CHAIN,11,0
15,1,0,CHAIN,12,4222
15,1,0,CHAIN,13,4085
15,1,0,CHAIN,14,3938
15,1,0,CHAIN,15,4356
15,1,0,CHAIN,16,3646
15,1,0,CHAIN,17,3809
15,1,0,CHAIN,18,3889
15,1,0,CHAIN,19,0
15,1,0,STAR,0,3856
15,1,0,STAR,1,3928
15,1,0,STAR,2,4157
15,1,0,STAR,3,3674
15,1,0,STAR,4,4181
15,1,0,STAR,5,4084
15,1,0,STAR,6,3788
15,1,0,STAR,7,0
15,1,0,STAR,8,3747
15,1,0,STAR,9,3652
15,1,0,STAR,10,0
15,1,0,STAR,11,0
15,1,0,STAR,12,3915
15,1,0,STAR,13,3898
15,1,0,STAR,14,3839
15,1,0,STAR,15,4133
15,1,0,STAR,16,0
15,1,0,STAR,17,0
15,1,0,STAR,18,4216
15,1,0,STAR,19,3910
15,1,0,CYCLE,0,3969
15,1,0,CYCLE,1,4371
15,1,0,CYCLE,2,4128
15,1,0,CYCLE,3,0
15,1,0,CYCLE,4,4409
15,1,0,CYCLE,5,4110
15,1,0,CYCLE,6,4203
15,1,0,CYCLE,7,0
15,1,0,CYCLE,8,4278
15,1,0,CYCLE,9,3950
15,1,0,CYCLE,10,3913
15,1,0,CYCLE,11,3998
15,1,0,CYCLE,12,4090
15,1,0,CYCLE,13,3875
15,1,0,CYCLE,14,3744
15,1,0,CYCLE,15,4234
15,1,0,CYCLE,16,0
15,1,0,CYCLE,17,4050
15,1,0,CYCLE,18,0
15,1,0,CYCLE,19,4491
