num_relations,num_threshold_values,num_decimal_pos,query_graph_type,sample_index,num_phys_qubits
8,4,2,STAR,3,2509
8,4,2,STAR,4,2499
8,4,2,STAR,5,2961
8,4,2,STAR,6,2662
8,4,2,STAR,7,2707
8,4,2,STAR,8,2570
8,4,2,STAR,9,2888
8,4,2,STAR,10,2571
8,4,2,STAR,11,2747
8,4,2,STAR,12,2681
8,4,2,STAR,13,2637
8,4,2,STAR,14,2734
8,4,2,STAR,15,2617
8,4,2,STAR,16,2549
8,4,2,STAR,17,2694
8,4,2,STAR,18,2886
8,4,2,STAR,19,2743
8,4,2,CYCLE,0,2755
8,4,2,CYCLE,1,2704
8,4,2,CYCLE,2,3053
8,4,2,CYCLE,3,2815
8,4,2,CYCLE,4,3139
8,4,2,CYCLE,5,3171
8,4,2,CYCLE,6,2741
8,4,2,CYCLE,7,3085
8,4,2,CYCLE,8,2647
8,4,2,CYCLE,9,2878
8,4,2,CYCLE,10,2797
8,4,2,CYCLE,11,2730
8,4,2,CYCLE,12,2908
8,4,2,CYCLE,13,3055
8,4,2,CYCLE,14,2735
8,4,2,CYCLE,15,2627
8,4,2,CYCLE,16,2776
8,4,2,CYCLE,17,3061
8,4,2,CYCLE,18,3125
8,4,2,CYCLE,19,2999
8,5,0,CHAIN,0,1414
8,5,0,CHAIN,1,1435
8,5,0,CHAIN,2,1261
8,5,0,CHAIN,3,1288
8,5,0,CHAIN,4,1411
8,5,0,CHAIN,5,1458
8,5,0,CHAIN,6,1445
8,5,0,CHAIN,7,1417
8,5,0,CHAIN,8,1332
8,5,0,CHAIN,9,1390
8,5,0,CHAIN,10,1344
8,5,0,CHAIN,11,1364
8,5,0,CHAIN,12,1397
8,5,0,CHAIN,13,1599
8,5,0,CHAIN,14,1542
8,5,0,CHAIN,15,1291
8,5,0,CHAIN,16,1524
8,5,0,CHAIN,17,1250
8,5,0,CHAIN,18,1294
8,5,0,CHAIN,19,1225
8,5,0,STAR,0,1425
8,5,0,STAR,1,1345
8,5,0,STAR,2,1320
8,5,0,STAR,3,1196
8,5,0,STAR,4,1312
8,5,0,STAR,5,1223
8,5,0,STAR,6,1409
8,5,0,STAR,7,1363
8,5,0,STAR,8,1404
8,5,0,STAR,9,1473
8,5,0,STAR,10,1266
8,5,0,STAR,11,1231
8,5,0,STAR,12,1421
8,5,0,STAR,13,1430
8,5,0,STAR,14,1252
8,5,0,STAR,15,1271
8,5,0,STAR,16,1398
8,5,0,STAR,17,1344
8,5,0,STAR,18,1264
8,5,0,STAR,19,1486
8,5,0,CYCLE,0,1431
8,5,0,CYCLE,1,1331
8,5,0,CYCLE,2,1366
8,5,0,CYCLE,3,1396
8,5,0,CYCLE,4,1302
8,5,0,CYCLE,5,1329
8,5,0,CYCLE,6,1351
8,5,0,CYCLE,7,1330
8,5,0,CYCLE,8,1335
8,5,0,CYCLE,9,1378
8,5,0,CYCLE,10,1345
8,5,0,CYCLE,11,1586
8,5,0,CYCLE,12,1467
8,5,0,CYCLE,13,1346
8,5,0,CYCLE,14,1397
8,5,0,CYCLE,15,1578
8,5,0,CYCLE,16,1493
8,5,0,CYCLE,17,1477
8,5,0,CYCLE,18,1302
8,5,0,CYCLE,19,1398
8,5,2,CHAIN,0,3120
8,5,2,CHAIN,1,3336
8,5,2,CHAIN,2,3594
8,5,2,CHAIN,3,2927
8,5,2,CHAIN,4,3011
8,5,2,CHAIN,5,3096
8,5,2,CHAIN,6,3507
8,5,2,CHAIN,7,3225
8,5,2,CHAIN,8,3468
8,5,2,CHAIN,9,3225
8,5,2,CHAIN,10,3657
8,5,2,CHAIN,11,3587
8,5,2,CHAIN,12,3106
8,5,2,CHAIN,13,3270
8,5,2,CHAIN,14,3379
8,5,2,CHAIN,15,3100
8,5,2,CHAIN,16,3087
8,5,2,CHAIN,17,3309
8,5,2,CHAIN,18,3068
8,5,2,CHAIN,19,3521
8,5,2,STAR,0,3695
8,5,2,STAR,1,3293
8,5,2,STAR,2,3627
8,5,2,STAR,3,3351
8,5,2,STAR,4,2980
8,5,2,STAR,5,3365
8,5,2,STAR,6,3152
8,5,2,STAR,7,0
8,5,2,STAR,8,3136
8,5,2,STAR,9,3208
8,5,2,STAR,10,3145
8,5,2,STAR,11,3450
8,5,2,STAR,12,3842
8,5,2,STAR,13,3081
8,5,2,STAR,14,3682
8,5,2,STAR,15,3858
8,5,2,STAR,16,3183
8,5,2,STAR,17,3138
8,5,2,STAR,18,3222
8,5,2,STAR,19,3241
8,5,2,CYCLE,0,3522
8,5,2,CYCLE,1,3429
8,5,2,CYCLE,2,3120
8,5,2,CYCLE,3,3569
8,5,2,CYCLE,4,3329
8,5,2,CYCLE,5,3355
8,5,2,CYCLE,6,3135
8,5,2,CYCLE,7,3306
8,5,2,CYCLE,8,3552
8,5,2,CYCLE,9,3176
8,5,2,CYCLE,10,3275
8,5,2,CYCLE,11,3223
8,5,2,CYCLE,12,3239
8,5,2,CYCLE,13,3792
8,5,2,CYCLE,14,3402
8,5,2,CYCLE,15,3625
8,5,2,CYCLE,16,3170
8,5,2,CYCLE,17,3798
8,5,2,CYCLE,18,3323
8,5,2,CYCLE,19,3371
8,6,0,CHAIN,0,1501
8,6,0,CHAIN,1,1601
8,6,0,CHAIN,2,1435
8,6,0,CHAIN,3,1400
8,6,0,CHAIN,4,1548
8,6,0,CHAIN,5,1654
8,6,0,CHAIN,6,1453
8,6,0,CHAIN,7,1576
8,6,0,CHAIN,8,1725
8,6,0,CHAIN,9,1541
8,6,0,CHAIN,10,1413
8,6,0,CHAIN,11,1435
8,6,0,CHAIN,12,1619
8,6,0,CHAIN,13,1624
8,6,0,CHAIN,14,1638
8,6,0,CHAIN,15,1604
8,6,0,CHAIN,16,1645
8,6,0,CHAIN,17,1317
8,6,0,CHAIN,18,1641
8,6,0,CHAIN,19,1549
8,6,0,STAR,0,1458
8,6,0,STAR,1,1524
8,6,0,STAR,2,1351
8,6,0,STAR,3,1429
8,6,0,STAR,4,1445
8,6,0,STAR,5,1460
8,6,0,STAR,6,1660
8,6,0,STAR,7,1506
8,6,0,STAR,8,1497
8,6,0,STAR,9,1883
8,6,0,STAR,10,1577
8,6,0,STAR,11,1547
8,6,0,STAR,12,1555
8,6,0,STAR,13,1466
8,6,0,STAR,14,1374
8,6,0,STAR,15,1571
8,6,0,STAR,16,1846
8,6,0,STAR,17,1564
8,6,0,STAR,18,1635
8,6,0,STAR,19,1561
8,6,0,CYCLE,0,1575
8,6,0,CYCLE,1,1551
8,6,0,CYCLE,2,1513
8,6,0,CYCLE,3,1550
8,6,0,CYCLE,4,1652
8,6,0,CYCLE,5,1501
8,6,0,CYCLE,6,1576
8,6,0,CYCLE,7,1455
8,6,0,CYCLE,8,1526
8,6,0,CYCLE,9,1446
8,6,0,CYCLE,10,1614
8,6,0,CYCLE,11,1680
8,6,0,CYCLE,12,1540
8,6,0,CYCLE,13,1583
8,6,0,CYCLE,14,1542
8,6,0,CYCLE,15,1443
8,6,0,CYCLE,16,2197
8,6,0,CYCLE,17,1771
8,6,0,CYCLE,18,1449
8,6,0,CYCLE,19,1578
8,6,2,CHAIN,0,0
8,6,2,CHAIN,1,3605
8,6,2,CHAIN,2,4269
8,6,2,CHAIN,3,4045
8,6,2,CHAIN,4,4355
8,6,2,CHAIN,5,3821
8,6,2,CHAIN,6,3665
8,6,2,CHAIN,7,3791
8,6,2,CHAIN,8,3777
8,6,2,CHAIN,9,3745
8,6,2,CHAIN,10,3992
8,6,2,CHAIN,11,3902
8,6,2,CHAIN,12,4435
8,6,2,CHAIN,13,3862
8,6,2,CHAIN,14,3833
8,6,2,CHAIN,15,3798
8,6,2,CHAIN,16,0
8,6,2,CHAIN,17,3406
8,6,2,CHAIN,18,4296
8,6,2,CHAIN,19,0
8,6,2,STAR,0,0
8,6,2,STAR,1,3567
8,6,2,STAR,2,0
8,6,2,STAR,3,3571
8,6,2,STAR,4,3418
8,6,2,STAR,5,3906
8,6,2,STAR,6,3909
8,6,2,STAR,7,0
8,6,2,STAR,8,3895
8,6,2,STAR,9,4144
8,6,2,STAR,10,4514
8,6,2,STAR,11,4132
8,6,2,STAR,12,4119
8,6,2,STAR,13,0
8,6,2,STAR,14,3993
8,6,2,STAR,15,3462
8,6,2,STAR,16,3475
8,6,2,STAR,17,3705
8,6,2,STAR,18,4080
8,6,2,STAR,19,0
8,6,2,CYCLE,0,0
8,6,2,CYCLE,1,4038
8,6,2,CYCLE,2,4048
8,6,2,CYCLE,3,3779
8,6,2,CYCLE,4,0
8,6,2,CYCLE,5,4374
8,6,2,CYCLE,6,3757
8,6,2,CYCLE,7,3805
8,6,2,CYCLE,8,3967
8,6,2,CYCLE,9,4445
8,6,2,CYCLE,10,4069
8,6,2,CYCLE,11,3832
8,6,2,CYCLE,12,3672
8,6,2,CYCLE,13,0
8,6,2,CYCLE,14,4404
8,6,2,CYCLE,15,0
8,6,2,CYCLE,16,4089
8,6,2,CYCLE,17,0
8,6,2,CYCLE,18,0
8,6,2,CYCLE,19,4416
8,7,0,CHAIN,0,1725
8,7,0,CHAIN,1,1605
8,7,0,CHAIN,2,1535
8,7,0,CHAIN,3,1540
8,7,0,CHAIN,4,1609
8,7,0,CHAIN,5,1758
8,7,0,CHAIN,6,1493
8,7,0,CHAIN,7,1546
8,7,0,CHAIN,8,1801
8,7,0,CHAIN,9,1815
8,7,0,CHAIN,10,1791
8,7,0,CHAIN,11,1569
8,7,0,CHAIN,12,1811
8,7,0,CHAIN,13,1696
8,7,0,CHAIN,14,1653
8,7,0,CHAIN,15,1663
8,7,0,CHAIN,16,1852
8,7,0,CHAIN,17,1469
8,7,0,CHAIN,18,1589
8,7,0,CHAIN,19,1724
8,7,0,STAR,0,1622
8,7,0,STAR,1,1480
8,7,0,STAR,2,1710
8,7,0,STAR,3,1616
8,7,0,STAR,4,1538
8,7,0,STAR,5,1551
8,7,0,STAR,6,1749
8,7,0,STAR,7,1510
8,7,0,STAR,8,1658
8,7,0,STAR,9,1989
8,7,0,STAR,10,1598
8,7,0,STAR,11,1585
8,7,0,STAR,12,1759
8,7,0,STAR,13,1680
8,7,0,STAR,14,1569
8,7,0,STAR,15,1525
8,7,0,STAR,16,1726
8,7,0,STAR,17,1859
8,7,0,STAR,18,1633
8,7,0,STAR,19,1593
8,7,0,CYCLE,0,1766
8,7,0,CYCLE,1,1746
8,7,0,CYCLE,2,1713
8,7,0,CYCLE,3,1772
8,7,0,CYCLE,4,1578
8,7,0,CYCLE,5,1865
8,7,0,CYCLE,6,2070
8,7,0,CYCLE,7,1534
8,7,0,CYCLE,8,1662
8,7,0,CYCLE,9,1476
8,7,0,CYCLE,10,1740
8,7,0,CYCLE,11,1774
8,7,0,CYCLE,12,1699
8,7,0,CYCLE,13,1847
8,7,0,CYCLE,14,1656
8,7,0,CYCLE,15,1738
8,7,0,CYCLE,16,1733
8,7,0,CYCLE,17,1758
8,7,0,CYCLE,18,1608
8,7,0,CYCLE,19,1634
8,8,0,CHAIN,0,1713
8,8,0,CHAIN,1,1771
8,8,0,CHAIN,2,1873
8,8,0,CHAIN,3,1643
8,8,0,CHAIN,4,1809
8,8,0,CHAIN,5,1832
8,8,0,CHAIN,6,1798
8,8,0,CHAIN,7,1705
8,8,0,CHAIN,8,1942
8,8,0,CHAIN,9,2131
8,8,0,CHAIN,10,1922
8,8,0,CHAIN,11,1899
8,8,0,CHAIN,12,1999
8,8,0,CHAIN,13,2021
8,8,0,CHAIN,14,1851
8,8,0,CHAIN,15,1663
8,8,0,CHAIN,16,1920
8,8,0,CHAIN,17,1589
8,8,0,CHAIN,18,1766
8,8,0,CHAIN,19,1630
8,8,0,STAR,0,1841
8,8,0,STAR,1,1824
8,8,0,STAR,2,1775
8,8,0,STAR,3,1657
8,8,0,STAR,4,1779
8,8,0,STAR,5,1738
8,8,0,STAR,6,2352
8,8,0,STAR,7,1757
8,8,0,STAR,8,1815
8,8,0,STAR,9,2029
8,8,0,STAR,10,1720
8,8,0,STAR,11,1852
8,8,0,STAR,12,1770
8,8,0,STAR,13,1761
8,8,0,STAR,14,1766
8,8,0,STAR,15,1744
8,8,0,STAR,16,1843
8,8,0,STAR,17,1752
8,8,0,STAR,18,1738
8,8,0,STAR,19,1912
8,8,0,CYCLE,0,1875
8,8,0,CYCLE,1,1872
8,8,0,CYCLE,2,2000
8,8,0,CYCLE,3,1908
8,8,0,CYCLE,4,1760
8,8,0,CYCLE,5,1678
8,8,0,CYCLE,6,2082
8,8,0,CYCLE,7,1820
8,8,0,CYCLE,8,1741
8,8,0,CYCLE,9,1703
8,8,0,CYCLE,10,1848
8,8,0,CYCLE,11,1908
8,8,0,CYCLE,12,2060
8,8,0,CYCLE,13,1894
8,8,0,CYCLE,14,1923
8,8,0,CYCLE,15,1839
8,8,0,CYCLE,16,1999
8,8,0,CYCLE,17,2038
8,8,0,CYCLE,18,1651
8,8,0,CYCLE,19,1654
8,9,0,CHAIN,0,2004
8,9,0,CHAIN,1,2057
8,9,0,CHAIN,2,1982
8,9,0,CHAIN,3,1928
8,9,0,CHAIN,4,2067
8,9,0,CHAIN,5,2004
8,9,0,CHAIN,6,1857
8,9,0,CHAIN,7,1987
8,9,0,CHAIN,8,2147
8,9,0,CHAIN,9,1973
8,9,0,CHAIN,10,1937
8,9,0,CHAIN,11,2152
8,9,0,CHAIN,12,2286
8,9,0,CHAIN,13,2122
8,9,0,CHAIN,14,1991
8,9,0,CHAIN,15,2118
8,9,0,CHAIN,16,2092
8,9,0,CHAIN,17,1833
8,9,0,CHAIN,18,1857
8,9,0,CHAIN,19,2120
8,9,0,STAR,0,1934
8,9,0,STAR,1,1810
8,9,0,STAR,2,2048
8,9,0,STAR,3,1818
8,9,0,STAR,4,2027
8,9,0,STAR,5,2091
8,9,0,STAR,6,2233
8,9,0,STAR,7,1806
8,9,0,STAR,8,2096
8,9,0,STAR,9,2066
8,9,0,STAR,10,1926
8,9,0,STAR,11,1781
8,9,0,STAR,12,2116
8,9,0,STAR,13,2052
8,9,0,STAR,14,1866
8,9,0,STAR,15,1982
8,9,0,STAR,16,2050
8,9,0,STAR,17,2170
8,9,0,STAR,18,1850
8,9,0,STAR,19,1952
8,9,0,CYCLE,0,2200
8,9,0,CYCLE,1,2027
8,9,0,CYCLE,2,1882
8,9,0,CYCLE,3,1956
8,9,0,CYCLE,4,1972
8,9,0,CYCLE,5,2050
8,9,0,CYCLE,6,2176
8,9,0,CYCLE,7,1941
8,9,0,CYCLE,8,2010
8,9,0,CYCLE,9,1822
8,9,0,CYCLE,10,1933
8,9,0,CYCLE,11,2059
8,9,0,CYCLE,12,2176
8,9,0,CYCLE,13,2014
8,9,0,CYCLE,14,2206
8,9,0,CYCLE,15,1970
8,9,0,CYCLE,16,2026
8,9,0,CYCLE,17,2174
8,9,0,CYCLE,18,1828
8,9,0,CYCLE,19,1814
8,10,0,CHAIN,0,2524
8,10,0,CHAIN,1,2220
8,10,0,CHAIN,2,2030
8,10,0,CHAIN,3,1952
8,10,0,CHAIN,4,2135
8,10,0,CHAIN,5,2320
8,10,0,CHAIN,6,1926
8,10,0,CHAIN,7,2157
8,10,0,CHAIN,8,2156
8,10,0,CHAIN,9,2231
8,10,0,CHAIN,10,2044
8,10,0,CHAIN,11,2191
8,10,0,CHAIN,12,2434
8,10,0,CHAIN,13,2306
8,10,0,CHAIN,14,2189
8,10,0,CHAIN,15,2110
8,10,0,CHAIN,16,2646
8,10,0,CHAIN,17,1967
8,10,0,CHAIN,18,2016
8,10,0,CHAIN,19,2073
8,10,0,STAR,0,2212
8,10,0,STAR,1,2234
8,10,0,STAR,2,2079
8,10,0,STAR,3,2240
8,10,0,STAR,4,2157
8,10,0,STAR,5,2316
8,10,0,STAR,6,2284
8,10,0,STAR,7,2202
8,10,0,STAR,8,2387
8,10,0,STAR,9,2420
8,10,0,STAR,10,2368
8,10,0,STAR,11,2006
8,10,0,STAR,12,2429
8,10,0,STAR,13,2163
8,10,0,STAR,14,1915
8,10,0,STAR,15,2008
8,10,0,STAR,16,2141
8,10,0,STAR,17,2473
8,10,0,STAR,18,2227
8,10,0,STAR,19,2023
8,10,0,CYCLE,0,2337
8,10,0,CYCLE,1,2400
8,10,0,CYCLE,2,2222
8,10,0,CYCLE,3,2346
8,10,0,CYCLE,4,2257
8,10,0,CYCLE,5,1961
8,10,0,CYCLE,6,2523
8,10,0,CYCLE,7,2064
8,10,0,CYCLE,8,2073
8,10,0,CYCLE,9,2058
8,10,0,CYCLE,10,2213
8,10,0,CYCLE,11,2253
8,10,0,CYCLE,12,2507
8,10,0,CYCLE,13,2268
8,10,0,CYCLE,14,2250
8,10,0,CYCLE,15,2002
8,10,0,CYCLE,16,2445
8,10,0,CYCLE,17,2359
8,10,0,CYCLE,18,2352
8,10,0,CYCLE,19,2101
8,11,0,CHAIN,0,2321
8,11,0,CHAIN,1,2382
8,11,0,CHAIN,2,2233
8,11,0,CHAIN,3,2309
8,11,0,CHAIN,4,2450
8,11,0,CHAIN,5,2454
8,11,0,CHAIN,6,2094
8,11,0,CHAIN,7,2219
8,11,0,CHAIN,8,2614
8,11,0,CHAIN,9,2593
8,11,0,CHAIN,10,2485
8,11,0,CHAIN,11,2314
8,11,0,CHAIN,12,2936
8,11,0,CHAIN,13,2701
8,11,0,CHAIN,14,2616
8,11,0,CHAIN,15,2533
8,11,0,CHAIN,16,2573
8,11,0,CHAIN,17,1939
8,11,0,CHAIN,18,2514
8,11,0,CHAIN,19,2114
8,11,0,STAR,0,2483
8,11,0,STAR,1,2220
8,11,0,STAR,2,2335
8,11,0,STAR,3,2136
8,11,0,STAR,4,2299
8,11,0,STAR,5,2189
8,11,0,STAR,6,2562
8,11,0,STAR,7,2161
8,11,0,STAR,8,2238
8,11,0,STAR,9,2512
8,11,0,STAR,10,2491
8,11,0,STAR,11,2114
8,11,0,STAR,12,2347
8,11,0,STAR,13,2329
8,11,0,STAR,14,1944
8,11,0,STAR,15,2266
8,11,0,STAR,16,2233
8,11,0,STAR,17,2600
8,11,0,STAR,18,2493
8,11,0,STAR,19,2342
8,11,0,CYCLE,0,2463
8,11,0,CYCLE,1,2237
8,11,0,CYCLE,2,2326
8,11,0,CYCLE,3,2433
8,11,0,CYCLE,4,2233
8,11,0,CYCLE,5,2251
8,11,0,CYCLE,6,2297
8,11,0,CYCLE,7,2528
8,11,0,CYCLE,8,2197
8,11,0,CYCLE,9,2192
8,11,0,CYCLE,10,2375
8,11,0,CYCLE,11,2475
8,11,0,CYCLE,12,2779
8,11,0,CYCLE,13,2374
8,11,0,CYCLE,14,2210
8,11,0,CYCLE,15,2303
8,11,0,CYCLE,16,2351
8,11,0,CYCLE,17,2683
8,11,0,CYCLE,18,2210
8,11,0,CYCLE,19,2240
8,12,0,CHAIN,0,2666
8,12,0,CHAIN,1,2528
8,12,0,CHAIN,2,2447
8,12,0,CHAIN,3,2529
8,12,0,CHAIN,4,2491
8,12,0,CHAIN,5,2467
8,12,0,CHAIN,6,2489
8,12,0,CHAIN,7,2569
8,12,0,CHAIN,8,2741
8,12,0,CHAIN,9,2718
8,12,0,CHAIN,10,2404
8,12,0,CHAIN,11,2610
8,12,0,CHAIN,12,2673
8,12,0,CHAIN,13,2833
8,12,0,CHAIN,14,2534
8,12,0,CHAIN,15,2859
8,12,0,CHAIN,16,2701
8,12,0,CHAIN,17,2315
8,12,0,CHAIN,18,2427
8,12,0,CHAIN,19,2169
8,12,0,STAR,0,2551
8,12,0,STAR,1,2365
8,12,0,STAR,2,2273
8,12,0,STAR,3,2642
8,12,0,STAR,4,2409
8,12,0,STAR,5,2645
8,12,0,STAR,6,3042
8,12,0,STAR,7,2444
8,12,0,STAR,8,2519
8,12,0,STAR,9,2908
8,12,0,STAR,10,2596
8,12,0,STAR,11,2132
8,12,0,STAR,12,2633
8,12,0,STAR,13,2409
8,12,0,STAR,14,2050
8,12,0,STAR,15,2370
8,12,0,STAR,16,2799
8,12,0,STAR,17,2399
8,12,0,STAR,18,2402
8,12,0,STAR,19,2376
8,12,0,CYCLE,0,2449
8,12,0,CYCLE,1,2727
8,12,0,CYCLE,2,2669
8,12,0,CYCLE,3,2379
8,12,0,CYCLE,4,2619
8,12,0,CYCLE,5,2378
8,12,0,CYCLE,6,2523
8,12,0,CYCLE,7,2435
8,12,0,CYCLE,8,2401
8,12,0,CYCLE,9,2325
8,12,0,CYCLE,10,2625
8,12,0,CYCLE,11,2786
8,12,0,CYCLE,12,2578
8,12,0,CYCLE,13,2517
8,12,0,CYCLE,14,2537
8,12,0,CYCLE,15,2516
8,12,0,CYCLE,16,2488
8,12,0,CYCLE,17,2632
8,12,0,CYCLE,18,2464
8,12,0,CYCLE,19,2443
8,13,0,CHAIN,0,2807
8,13,0,CHAIN,1,2745
8,13,0,CHAIN,2,2728
8,13,0,CHAIN,3,2549
8,13,0,CHAIN,4,3108
8,13,0,CHAIN,5,2973
8,13,0,CHAIN,6,2545
8,13,0,CHAIN,7,2854
8,13,0,CHAIN,8,2737
8,13,0,CHAIN,9,2677
8,13,0,CHAIN,10,2439
8,13,0,CHAIN,11,2457
8,13,0,CHAIN,12,2973
8,13,0,CHAIN,13,3083
8,13,0,CHAIN,14,2722
8,13,0,CHAIN,15,2682
8,13,0,CHAIN,16,3080
8,13,0,CHAIN,17,2329
8,13,0,CHAIN,18,2465
8,13,0,CHAIN,19,2476
8,13,0,STAR,0,2699
8,13,0,STAR,1,2457
8,13,0,STAR,2,2437
8,13,0,STAR,3,2522
8,13,0,STAR,4,2845
8,13,0,STAR,5,2477
8,13,0,STAR,6,2983
8,13,0,STAR,7,2714
8,13,0,STAR,8,2982
8,13,0,STAR,9,3270
8,13,0,STAR,10,2900
8,13,0,STAR,11,2503
8,13,0,STAR,12,2837
8,13,0,STAR,13,2697
8,13,0,STAR,14,2268
8,13,0,STAR,15,2664
8,13,0,STAR,16,2857
8,13,0,STAR,17,2759
8,13,0,STAR,18,2219
8,13,0,STAR,19,2531
8,13,0,CYCLE,0,3025
8,13,0,CYCLE,1,2630
8,13,0,CYCLE,2,2569
8,13,0,CYCLE,3,2942
8,13,0,CYCLE,4,2985
8,13,0,CYCLE,5,2514
8,13,0,CYCLE,6,2790
8,13,0,CYCLE,7,2576
8,13,0,CYCLE,8,2392
8,13,0,CYCLE,9,2660
8,13,0,CYCLE,10,2993
8,13,0,CYCLE,11,3026
8,13,0,CYCLE,12,2873
8,13,0,CYCLE,13,3080
8,13,0,CYCLE,14,2784
8,13,0,CYCLE,15,2499
8,13,0,CYCLE,16,2775
8,13,0,CYCLE,17,3455
8,13,0,CYCLE,18,2402
8,13,0,CYCLE,19,2647
8,14,0,CHAIN,0,2614
8,14,0,CHAIN,1,3027
8,14,0,CHAIN,2,2597
8,14,0,CHAIN,3,2689
8,14,0,CHAIN,4,2911
8,14,0,CHAIN,5,2798
8,14,0,CHAIN,6,2801
8,14,0,CHAIN,7,2833
8,14,0,CHAIN,8,3364
8,14,0,CHAIN,9,2962
8,14,0,CHAIN,10,3060
8,14,0,CHAIN,11,2646
8,14,0,CHAIN,12,2956
8,14,0,CHAIN,13,2910
8,14,0,CHAIN,14,3063
8,14,0,CHAIN,15,2701
8,14,0,CHAIN,16,3183
8,14,0,CHAIN,17,2592
8,14,0,CHAIN,18,2651
8,14,0,CHAIN,19,2658
8,14,0,STAR,0,2761
8,14,0,STAR,1,2894
8,14,0,STAR,2,2986
8,14,0,STAR,3,2647
8,14,0,STAR,4,3075
8,14,0,STAR,5,3035
8,14,0,STAR,6,3333
8,14,0,STAR,7,3191
8,14,0,STAR,8,3324
8,14,0,STAR,9,3237
8,14,0,STAR,10,2717
8,14,0,STAR,11,2534
8,14,0,STAR,12,2882
8,14,0,STAR,13,2984
8,14,0,STAR,14,2396
8,14,0,STAR,15,2554
8,14,0,STAR,16,2745
8,14,0,STAR,17,2965
8,14,0,STAR,18,2912
8,14,0,STAR,19,2787
8,14,0,CYCLE,0,2814
8,14,0,CYCLE,1,3007
8,14,0,CYCLE,2,3400
8,14,0,CYCLE,3,2696
8,14,0,CYCLE,4,2729
8,14,0,CYCLE,5,2804
8,14,0,CYCLE,6,2959
8,14,0,CYCLE,7,2992
8,14,0,CYCLE,8,2613
8,14,0,CYCLE,9,2530
8,14,0,CYCLE,10,2891
8,14,0,CYCLE,11,2902
8,14,0,CYCLE,12,2865
8,14,0,CYCLE,13,2762
8,14,0,CYCLE,14,2756
8,14,0,CYCLE,15,2958
8,14,0,CYCLE,16,2980
8,14,0,CYCLE,17,3193
8,14,0,CYCLE,18,2988
8,14,0,CYCLE,19,2728
8,15,0,CHAIN,0,2931
8,15,0,CHAIN,1,3145
8,15,0,CHAIN,2,2752
8,15,0,CHAIN,3,2697
8,15,0,CHAIN,4,3103
8,15,0,CHAIN,5,3028
8,15,0,CHAIN,6,2857
8,15,0,CHAIN,7,2929
8,15,0,CHAIN,8,2851
8,15,0,CHAIN,9,3012
8,15,0,CHAIN,10,3192
8,15,0,CHAIN,11,3179
8,15,0,CHAIN,12,3731
8,15,0,CHAIN,13,3530
8,15,0,CHAIN,14,3174
8,15,0,CHAIN,15,2930
8,15,0,CHAIN,16,2969
8,15,0,CHAIN,17,2552
8,15,0,CHAIN,18,2710
8,15,0,CHAIN,19,3009
8,15,0,STAR,0,3044
8,15,0,STAR,1,2783
8,15,0,STAR,2,2930
8,15,0,STAR,3,2733
8,15,0,STAR,4,2991
8,15,0,STAR,5,2812
8,15,0,STAR,6,3320
8,15,0,STAR,7,2994
8,15,0,STAR,8,2905
8,15,0,STAR,9,3433
8,15,0,STAR,10,3443
8,15,0,STAR,11,2764
8,15,0,STAR,12,3002
8,15,0,STAR,13,3319
8,15,0,STAR,14,2595
8,15,0,STAR,15,3156
8,15,0,STAR,16,3020
8,15,0,STAR,17,3298
8,15,0,STAR,18,2925
8,15,0,STAR,19,3205
8,15,0,CYCLE,0,3411
8,15,0,CYCLE,1,3022
8,15,0,CYCLE,2,3113
8,15,0,CYCLE,3,3045
8,15,0,CYCLE,4,3145
8,15,0,CYCLE,5,2919
8,15,0,CYCLE,6,3203
8,15,0,CYCLE,7,2759
8,15,0,CYCLE,8,3144
8,15,0,CYCLE,9,2913
8,15,0,CYCLE,10,2950
8,15,0,CYCLE,11,3114
8,15,0,CYCLE,12,3380
8,15,0,CYCLE,13,3151
8,15,0,CYCLE,14,3264
8,15,0,CYCLE,15,2804
8,15,0,CYCLE,16,3368
8,15,0,CYCLE,17,3193
8,15,0,CYCLE,18,2892
8,15,0,CYCLE,19,3106
8,16,0,CHAIN,0,3348
8,16,0,CHAIN,1,3359
8,16,0,CHAIN,2,3118
8,16,0,CHAIN,3,3450
8,16,0,CHAIN,4,3018
8,16,0,CHAIN,5,3200
8,16,0,CHAIN,6,3024
8,16,0,CHAIN,7,2872
8,16,0,CHAIN,8,3539
8,16,0,CHAIN,9,4041
8,16,0,CHAIN,10,3062
8,16,0,CHAIN,11,3410
8,16,0,CHAIN,12,3752
8,16,0,CHAIN,13,3693
8,16,0,CHAIN,14,3164
8,16,0,CHAIN,15,3232
8,16,0,CHAIN,16,3776
8,16,0,CHAIN,17,3322
8,16,0,CHAIN,18,3383
8,16,0,CHAIN,19,2952
8,16,0,STAR,0,3180
8,16,0,STAR,1,2840
8,16,0,STAR,2,3080
8,16,0,STAR,3,2884
8,16,0,STAR,4,3414
8,16,0,STAR,5,3643
8,16,0,STAR,6,3469
8,16,0,STAR,7,3334
8,16,0,STAR,8,3079
8,16,0,STAR,9,3711
8,16,0,STAR,10,3225
8,16,0,STAR,11,2835
8,16,0,STAR,12,3803
8,16,0,STAR,13,3148
8,16,0,STAR,14,2843
8,16,0,STAR,15,2946
8,16,0,STAR,16,3685
8,16,0,STAR,17,3607
8,16,0,STAR,18,2905
